,Categories,Closed Date Year,Description,Founded Date,Headquarters Location,Number of Founders,Number of Funding Rounds,Organization Name,Total Funding Amount,success
925,"Delivery, E-Commerce Platforms, Hospitality",2017,Sprig is an online app provides healthy organic meals delivered in 15 minutes.,2013,"San Francisco, California, United States",4.0,4.0,Sprig,56700000.0,0.0
926,"Mobile, Mobile Apps, Search Engine",2017,"Quixey, a mobile technology company, provides better access and engagement with apps.",2009,"Mountain View, California, United States",2.0,7.0,Quixey,164900000.0,0.0
927,"Developer APIs, E-Commerce, Logistics, Mobile Apps",2017,"Doorman provides package delivery, return pickup, and fulfillment services for online retailers and their customers.",2013,"San Francisco, California, United States",2.0,3.0,Doorman,3371250.0,0.0
928,"Analytics, Consumer Lending, Credit Cards, Crowdsourcing, FinTech, Personal Finance, Security",2017,"BillGuard was a personal finance analytics app that empowered consumers to control, protect and do more with their money.",2010,"New York, New York, United States",2.0,3.0,BillGuard,16500000.0,1.0
929,"Android, iOS, Mobile, Software",2017,Avocado is an app that enables couples to stay connected by messaging and sharing photos with each other.,2012,"San Francisco, California, United States",2.0,2.0,Avocado™,2150000.0,0.0
930,"Food and Beverage, Food Delivery, Mobile, Same Day Delivery",2017,Maple is setting a new standard in food delivery by pairing the best chefs in the city with top-flight technology and logistics,2014,"New York, New York, United States",2.0,2.0,Maple,29000000.0,1.0
931,"Advertising, Apps, Artificial Intelligence, Machine Learning, Marketing, Social Media, Social Media Advertising, Video Streaming, Virtual Assistant",2017,Post Intelligence,2010,"San Francisco, California, United States",2.0,3.0,Post Intelligence,11230000.0,0.0
932,"Health Care, Home Health Care, Internet, Service Industry",2017,HomeHero is a non-medical home care provider that leverages technology and human compassion to extend the health system into the home.,2013,"Santa Monica, California, United States",2.0,3.0,HomeHero,23000000.0,0.0
933,"Big Data, Enterprise Software, Venture Capital",2017,Mattermark is a data platform for venture capital companies to quantify signals of growing and potentially lucrative start-ups.,2012,"Orinda, California, United States",3.0,5.0,Mattermark,17200000.0,1.0
934,"Automotive, Autonomous Vehicles, Consumer Electronics, Customer Service",2017,Pearl is dedicated to bringing the latest advanced driver assistance features to all drivers on the road today.,2016,"Scotts Valley, California, United States",3.0,1.0,Pearl,50000000.0,0.0
935,"Analytics, Big Data, Consulting, Health Care, Information Technology, mHealth, Mobile, Predictive Analytics, SaaS, Software",2017,AI based Patient engagement 2.0,2014,"Mountain View, California, United States",2.0,2.0,CareSkore,4420000.0,0.0
936,"Artificial Intelligence, Computer, Developer APIs, Machine Learning, Software",2017,Wit.ai makes it easy for developers to build a Siri-like speech interface for their app or device.,2013,"Palo Alto, California, United States",3.0,2.0,Wit.ai,3120000.0,1.0
937,"Apps, Social Media, Social Network",2017,Yik Yak is a location-based social network that helps you connect with the people around you.,2013,"Atlanta, Georgia, United States",3.0,3.0,Yik Yak,73500000.0,0.0
938,"Consumer Electronics, Drones, Robotics",2017,Lily is a flying camera that takes photos and video in the moment!.,2013,"San Francisco, California, United States",2.0,3.0,Lily,15000000.0,0.0
939,Mobile,2017,Luminate Wireless is building the next generation distributed mobile network in the cloud,2013,"Cupertino, California, United States",2.0,2.0,"Luminate Wireless, Inc",24500000.0,0.0
940,"Mobile, Social Media, Social Media Marketing, Sports",2017,"Sqor Sports is a social media and editorial sports technology platform revolving exclusively around sports, athletes and fans.",2011,"San Francisco, California, United States",1.0,1.0,Sqor Sports,4000000.0,0.0
941,"Apps, Finance, FinTech, Fitness, Health Care, iOS, Mobile",2017,GymPact is a check-in app that gives cash incentives to encourage its users to go to the gym.,2010,"San Francisco, California, United States",2.0,4.0,Pact Fitness,2440000.0,0.0
942,"Apps, Digital Marketing, Information Technology, Internet, Social Media",2017,Shoot instant moving pictures with PHHHOTO®,2014,"Brooklyn, New York, United States",3.0,2.0,PHHHOTO,1725000.0,0.0
943,"Consumer Electronics, E-Commerce, Hardware, Software",2017,Hello is a technology company that designs and produces consumer electronic hardware and accompanying software.,2012,"San Francisco, California, United States",1.0,4.0,Hello,42907283.0,0.0
944,"Credit Cards, FinTech, Software",2017,Level Money provides you with a simple and clear picture of your finances.,2012,"San Francisco, California, United States",2.0,1.0,Level Money,5000000.0,1.0
945,"3D Technology, Information Technology, Mapping Services, Software, Software Engineering",2017,Create is a next generation property database and 3D mapping platform.,2013,"Washington, District of Columbia, United States",2.0,2.0,Create.io,8000000.0,0.0
946,"Human Resources, Recruiting, Software",2017,TalentSonar Enables Blind Resume Review To Remove Unconscious Bias From Recruiting,2015,"Seattle, Washington, United States",3.0,2.0,Talent Sonar,9330000.0,0.0
947,"3D Technology, Marketing, Mobile, Retail Technology",2017,Supersonic’s mobile advertising technology empowers developers to promote their apps and make money doing what they love.,2017,"San Bruno, California, United States",3.0,4.0,Supersonic,23200000.0,1.0
948,"Consumer Electronics, FinTech, Hardware, Mobile, Payments",2017,Coin is a consumer electronics and financial technology company.,2012,"San Francisco, California, United States",1.0,3.0,Coin,15620000.0,1.0
949,"Consumer Electronics, E-Commerce, Hardware, Retail, Software",2017,Lumoid is a try before you buy service for consumer electronics.,2013,"San Francisco, California, United States",1.0,6.0,Lumoid,6020000.0,0.0
950,"Credit, Financial Services, Machine Learning",2017,Float is a mobile-first credit experience that offers small dollar credit lines built on bank and alternative data.,2015,"Los Angeles, California, United States",3.0,3.0,Float,2500000.0,0.0
951,"Apps, File Sharing, Video",2017,Beme is a video sharing platform that allows its users to share their personal experiences.,2015,"New York, New York, United States",2.0,1.0,Beme,2000000.0,1.0
952,"Hardware, Mobile, Mobile Devices",2017,Network of app-driven portable batteries.,2013,"San Francisco, California, United States",2.0,2.0,Doblet,1420000.0,0.0
953,"Video, Video Advertising, Video Editing, Video on Demand, Video Streaming",2017,Vidme is a startup video lab that makes videos for online viewing.,2014,"Los Angeles, California, United States",2.0,2.0,Vidme,9200000.0,0.0
954,"Bitcoin, Consumer Lending, Finance",2017,"With $11 million dollars in loan volume and growing, BTCJam has served more than 100,000 users from over 200 countries.",2013,"San Francisco, California, United States",1.0,3.0,BTCjam,9200000.0,0.0
955,"Consumer Goods, Food and Beverage, Internet of Things, Tea",2017,Tea Experience for the Modern World,2014,"Mountain View, California, United States",3.0,2.0,Teforia Company,17100000.0,0.0
956,"Emerging Markets, Mobile Advertising, Telecommunications, Wired Telecommunications",2017,Mavin provides mobile internet strategic leadership for emerging markets.,2013,"Palo Alto, California, United States",2.0,4.0,Mavin,9240487.0,0.0
957,"Health Care, Hospital, Medical, Medical Device",2017,"RetraceHealth is a primary care clinic that comes to you. Through home and video visits, we are able to treat you wherever you need us.",2013,"Minneapolis, Minnesota, United States",2.0,4.0,RetraceHealth,9000000.0,0.0
958,"Internet Radio, Mobile, Video, Video Streaming",2017,Vadio is a dynamic audio / video player for audio streaming platforms,2012,"Portland, Oregon, United States",3.0,6.0,Vadio,11798000.0,0.0
959,"Developer Tools, Internet of Things, Mobile, Smart Home",2017,"Zuli's first product, the Zuli Smartplug, enables lights and appliances to adapt passively based on a user's presence in their home.",2012,"San Francisco, California, United States",3.0,5.0,Zuli,1825340.0,0.0
960,"Cloud Computing, Infrastructure, Mobile, Mobile Apps, Software",2017,"Neumob is the leader in reducing mobile app errors, speeding up app performance and boosting conversions.",2014,"Sunnyvale, California, United States",2.0,2.0,Neumob,10900000.0,1.0
961,"Real Time, Robotics, Security",2017,"Gamma 2 Robotics has developed the only available intelligent and autonomous robots that detect and report on intruders, fire and more.",2012,"Denver, Colorado, United States",1.0,3.0,Gamma 2 Robotics,3550000.0,0.0
962,"Analytics, Big Data, Consulting, Data Mining, Data Visualization",2017,Silicon Valley Data Science is a big data and data science consulting company that specializes in agile and business-focused solutions.,2013,"Sunnyvale, California, United States",3.0,2.0,Silicon Valley Data Science,4450000.0,0.0
963,"Enterprise Software, SaaS, Software, Supply Chain Management",2017,BizSlate is a Software-as-a-Service (SaaS) Enterprise Resource Planning (ERP) system.,2011,"New York, New York, United States",1.0,2.0,BizSlate,4151470.0,0.0
964,"E-Commerce, Interior Design, Mobile, Professional Services",2017,Online interior design services & commerce for decor,2012,"San Mateo, California, United States",2.0,1.0,NousDecor,3600000.0,0.0
965,"News, Professional Networking",2017,Quibb lets you share what you're reading for work.,2013,"San Francisco, California, United States",1.0,1.0,Quibb,800000.0,0.0
966,"Consumer, Consumer Electronics, FinTech",2017,Plastc is dedicated to re-inventing the way you pay and re-imagining the traditional wallet.,2013,"Palo Alto, California, United States",1.0,1.0,Plastc,5300000.0,1.0
967,"Food and Beverage, Nutrition, Organic Food",2017,Juicero is the inventor of the first home cold-pressed juicing system.,2013,"San Francisco, California, United States",1.0,4.0,Juicero,118500000.0,0.0
968,"Apps, Communities, Video",2017,Videoo offers a smart video player and enterprise platform for publishers to better engage audiences through interactive storytelling.,2015,"Miami, Florida, United States",4.0,2.0,Videoo,2167000.0,0.0
969,"Banking, Finance, Financial Services, FinTech",2017,"Bee provides bank accounts, debit cards and financial services",2014,"Salt Lake City, Utah, United States",2.0,3.0,Bee (One Financial),4850000.0,0.0
970,"Computer, Search Engine, Software",2017,Atlas Informatics is a startup in Seattle with an audacious goal to redefine search as we know it.,2015,"Seattle, Washington, United States",1.0,1.0,Atlas Informatics,20700000.0,0.0
971,"Artificial Intelligence, Internet, Virtual Assistant",2017,"Mylestone makes people's memories easily accessible on virtual assistants, like Amazon's Echo.",2016,"Boston, Massachusetts, United States",2.0,2.0,Mylestone,4000000.0,0.0
972,"B2B, Enterprise Software, Finance, Financial Services, Software",2017,Automatic Expense Reports Powered by Predictive Analytics and Machine Learning,2013,"Cleveland, Ohio, United States",2.0,6.0,ExpenseBot,920000.0,0.0
973,"Agriculture, Animal Feed, Biotechnology, Food and Beverage, Health Care, Nutraceutical, Water",2017,"Algal Scientific has two distinct business units that serve the animal feed, human nutrition, and wastewater treatment industries.",2009,"Plymouth, Michigan, United States",2.0,7.0,Algal Scientific (Acquired by Kemin Industries),12065000.0,0.0
974,"Art, E-Commerce",2017,Artsicle operates an online art gallery that enables users to discover artwork by artists around the world.,2010,"New York, New York, United States",2.0,1.0,Artsicle,390000.0,0.0
975,"Augmented Reality, Video Games, Virtual Reality",2017,castAR offers a gaming system that provides a 3D holographic view.,2013,"Mountain View, California, United States",2.0,1.0,castAR,15000000.0,0.0
976,"B2B, Enterprise Software, Virtual Reality",2017,"Envelop VR builds software that enables people to create, work and play in virtual reality.",2014,"Bellevue, Washington, United States",1.0,2.0,Envelop VR,7500000.0,0.0
977,"Events, Software, Ticketing",2017,ACQUIRED BY TIXTRACK.,2014,"Seattle, Washington, United States",1.0,1.0,Ticketure,5500000.0,0.0
978,"Artificial Intelligence, SaaS, Scheduling",2017,Staffjoy helps automate the process of scheduling shifts for businesses to help managers staff effectively.,2015,"San Francisco, California, United States",2.0,3.0,Staffjoy,1212000.0,0.0
