,company_name,description,website,funding,industries,num_employees,headquarters,founded_date,industry_groups,full_description,filter,cleaned_description,tokenized text
1486,GreenFig,greenfig micro education company providing digital skill training applied business science,https://greenfig.com,Na," Corporate Training, E-Learning, Higher Education",01 to 10 ," San Mateo, California, United States",2017," Education, Software","GreenFig is a micro education company offering microdegrees in applied business science, including: customer success, finance, marketing, product, sales, service and support. GreenFig combines experiential learning from industry experts with business application software instruction and provides practical work experience where students can apply their newly acquired skills. GreenFig’s microdegrees can be achieved in 200 hours or less and when completed, students can be confident they possess the subject matter proficiency and basic work experience industry demands. GreenFig is headquartered in Bend, Oregon and currently delivers its programs in New York and the San Francisco Bay Area using the GreenFig Education Broadcasting Network.",software_2017,greenfig micro education company providing digital skill training applied business science,"['green', '##fi', '##g', 'micro', 'education', 'company', 'providing', 'digital', 'skill', 'training', 'applied', 'business', 'science']"
1487,Grey Market Labs,public benefit corporation providing technology product addressing risk data compromise privacy exploit enterprise,https://greymarketlabs.com,Na," Information Technology, Internet, Software",01 to 10 ," Arlington, Virginia, United States",2017," Information Technology, Internet Services, Software","Grey Market Labs is a Public Benefit Corporation founded with the social mission to protect life online for people and organizations. Our software and hardware products are creating a future with privacy-as-a-service, delivering proactive internet protection from the moment of access to countering exploitation of digital behavior and activity. Simply: we prevent data compromise, establish trust and protect your bottom line, online.",software_2017,public benefit corporation providing technology product addressing risk data compromise privacy exploit enterprise,"['public', 'benefit', 'corporation', 'providing', 'technology', 'product', 'addressing', 'risk', 'data', 'compromise', 'privacy', 'exploit', 'enterprise']"
1488,Grid+,grid commercial electricity retail business eventual energysharing marketplace,https://gridplus.io/,27700000," Apps, Electronics, Energy, Marketplace",01 to 10 ," Brooklyn, New York, United States",2017," Apps, Commerce and Shopping, Consumer Electronics, Energy, Hardware, Software","Grid+ leverages the Ethereum blockchain to give consumers direct access to wholesale energy markets. This decreases costs, shifts production closer to demand, and moves us all toward a cleaner energy future.",software_2017,grid commercial electricity retail business eventual energysharing marketplace,"['grid', 'commercial', 'electricity', 'retail', 'business', 'eventual', 'energy', '##sha', '##ring', 'marketplace']"
1489,GridPane,gridpane develops wordpress hosting control panel,https://gridpane.com/,Na," Information Services, Information Technology, Software",01 to 10 ," East Lansing, Michigan, United States",2017-01-01 00:00:00," Information Technology, Software",—,software_2017,gridpane develops wordpress hosting control panel,"['grid', '##pan', '##e', 'develops', 'word', '##press', 'hosting', 'control', 'panel']"
1490,GridRank,gridrank first platform enables fast intuitive group decision making turn every decision game colleague,https://gridrankit.com/home.php,Na," Computer, Software",01 to 10 ," Washington, District of Columbia, United States",2017," Consumer Electronics, Hardware, Software",—,software_2017,gridrank first platform enables fast intuitive group decision making turn every decision game colleague,"['grid', '##rank', 'first', 'platform', 'enables', 'fast', 'in', '##tu', '##itive', 'group', 'decision', 'making', 'turn', 'every', 'decision', 'game', 'colleague']"
1491,GROUT,grout creative idea solution development engine philanthropist realize value close problemactionimpact circle,http://www.groutprojects.com,Na,Information Technology,01 to 10 ," Brooklyn, New York, United States",2017-01-01 00:00:00,Information Technology,—,software_2017,grout creative idea solution development engine philanthropist realize value close problemactionimpact circle,"['g', '##rout', 'creative', 'idea', 'solution', 'development', 'engine', 'philanthropist', 'realize', 'value', 'close', 'problem', '##action', '##im', '##pa', '##ct', 'circle']"
1492,GrowClever,growthasaservice smesmbs accelerate business growth gaas,https://growclever.net,Na," Brand Marketing, Business Development, Digital Marketing, Marketing Automation, Web Design",01 to 10 ," Anaheim, California, United States",2017-01-01 00:00:00," Design, Professional Services, Sales and Marketing, Software",—,software_2017,growthasaservice smesmbs accelerate business growth gaas,"['growth', '##asa', '##ser', '##vice', 's', '##mes', '##mbs', 'accelerate', 'business', 'growth', 'g', '##aa', '##s']"
1493,GrowSurf,growsurf powerful referral program software leverage power word mouth marketing custom referral campaign,http://growsurf.com,Na," Advertising, Information Technology, Marketing, Software",01 to 10 ," Newark, Delaware, United States",2017-01-01 00:00:00," Advertising, Information Technology, Sales and Marketing, Software",—,software_2017,growsurf powerful referral program software leverage power word mouth marketing custom referral campaign,"['grows', '##ur', '##f', 'powerful', 'refer', '##ral', 'program', 'software', 'leverage', 'power', 'word', 'mouth', 'marketing', 'custom', 'refer', '##ral', 'campaign']"
1494,Guesst,guesst technology company power new retail,https://guesst.co/,Na," Information Services, Information Technology, Retail",01 to 10 ," New York, New York, United States",2017-01-01 00:00:00," Commerce and Shopping, Information Technology",—,software_2017,guesst technology company power new retail,"['guess', '##t', 'technology', 'company', 'power', 'new', 'retail']"
1495,Guestfriend,guestfriend personalized chatbot restaurant instantly answer guests’ question website facebook via text ,https://www.getguestfriend.com/,5000000," Apps, Messaging, Restaurants, Service Industry, Software",01 to 10 ," New York, New York, United States",2017," Apps, Food and Beverage, Information Technology, Internet Services, Messaging and Telecommunications, Other, Software","Guestfriend is a personalized chatbot for restaurant that instantly answers guests’ questions on website, Facebook, and via text. Rather than asking a restaurant owner or employee to go online and design the conversational flow of a chatbot themselves, Guestfriend can automatically create a chatbot based on information that’s already online — hours, menu, support for dietary restrictions and so on.

Guestfriend’s mission is to help small businesses grow by actively engaging with guests in real time through messaging, which is increasingly consumers’ preferred mode of communication.

Guestfriend chatbots work across platforms, including SMS, Facebook, Twitter and Google search results (via Google My Business), with plans to support speech platforms like Amazon Alexa and Google Home.",software_2017,guestfriend personalized chatbot restaurant instantly answer guests’ question website facebook via text ,"['guest', '##friend', 'personal', '##ized', 'chat', '##bot', 'restaurant', 'instantly', 'answer', 'guests', '’', 'question', 'website', 'face', '##book', 'via', 'text']"
1496,HabitEdge,habitedge first mobilespecific platform designed employer communicate train track training mobile employee,http://habitedge.com/,Na,E-Learning,01 to 10 ," Cleveland, Ohio, United States",2017," Education, Software","HabitEDGE is the first mobile-specific platform designed for employers to communicate,
train, and track training for their mobile employees.",software_2017,habitedge first mobilespecific platform designed employer communicate train track training mobile employee,"['habit', '##ed', '##ge', 'first', 'mobile', '##sp', '##ec', '##ific', 'platform', 'designed', 'employer', 'communicate', 'train', 'track', 'training', 'mobile', 'employee']"
