,company_name,description,industry_groups,headquarters
2328,Zaraz,"Zaraz makes any website 40% faster with a single line of code, by optimizing how it loads third-party tools. Formerly Sweeps, YCW20."," Data and Analytics, Information Technology, Internet Services, Mobile, Sales and Marketing, Software",California
2329,Zammo,Zammo is an artificial intelligence voice computing platform that automates business through voice commands.," Artificial Intelligence, Data and Analytics, Media and Entertainment, Music and Audio, Science and Engineering, Software",California
2330,YUR,YUR is a fitness and health platform designed to make fitness a game using virtual reality.," Apps, Data and Analytics, Gaming, Hardware, Health Care, Internet Services, Mobile, Navigation and Mapping, Software, Sports",California
2331,Youvvy,"Youvvy is a web app that helps home buyers search, find, and build a new construction home."," Apps, Internet Services, Real Estate, Software",North Carolina
2332,YouVue,YouVue is a sharing platform that brings lifelike immersive media to any device.," Hardware, Internet Services, Media and Entertainment, Software",California
2333,&insurance,&insurance is a licensed insurance agency powered by AI and reimaging what’s possible to help us all manage risk and insurance in new ways.," Artificial Intelligence, Data and Analytics, Financial Services, Science and Engineering, Software",Pennsylvania
2334,1sm,"The only Revenue Operations System, purpose built for B2B SaaS teams"," Other, Sales and Marketing, Software",New York
2335,1v1Me,1v1Me is an app that allows you to play video games for money against other people without paying any fees.," Apps, Gaming, Mobile, Software, Sports",New York
2336,35mm,AR eCommerce SaaS platform for indie sellers and freelancers," Commerce and Shopping, Software",Maryland
2337,3Analytics,3Analytics is an AI-safety analytics and compliance automation platform to prevent the cause of death and save lives.," Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",California
2338,3rdDegree App,Building connections one conversation at a time.," Apps, Community and Lifestyle, Internet Services, Mobile, Other, Software",Tennessee
2339,Accord,"Accord is a customer collaborative platform, built for B2B Sales, Onboarding, and Success."," Sales and Marketing, Software",California
2340,Account Heroes,Sales Acceleration platform that enables outbounds sales reps to adapt to changing conditions and improve sales performance,Software,New York
2341,Acho,Acho is data warehouse everyone can use.," Data and Analytics, Hardware, Information Technology, Internet Services, Software",Massachusetts
2342,Ad Giants,"Ad Giants is a software that provides advertising and marketing solutions to startups, online businesses and small businesses."," Advertising, Sales and Marketing, Software",Texas
2343,Advanced Image Robotics,"Advanced Image Robotics is a video capture and broadcasting platform that offers less cost, labor, ease-of-use, and portability."," Artificial Intelligence, Data and Analytics, Hardware, Science and Engineering, Software",California
2344,Aeon AI,Aeon AI is an analytic tool that makes smarter real-estate decisions by instantly evaluating every property in the market.," Artificial Intelligence, Data and Analytics, Government and Military, Information Technology, Other, Real Estate, Science and Engineering, Software",Utah
2345,Aerial,"Climate action, in your hands."," Apps, Mobile, Software",California
2346,Agora Maps,Local intelligence for global construction.," Data and Analytics, Design, Government and Military, Information Technology, Real Estate, Software, Transportation",California
2347,Agora Neos,Agora Neos is developing an online Micro Bonds Issuance Platform intended for the municipal markets.," Financial Services, Software",California
2348,Agrasyn,"Agrasyn is a consultancy that provides tools regarding management, software, productivity, technology and offers technical support."," Information Technology, Other, Professional Services, Software",California
2349,AI Ninja,"We provide exciting Artificial Intelligence & Mixed Reality solutions to banks, hedge funds and financial firms!"," Artificial Intelligence, Data and Analytics, Financial Services, Lending and Investments, Science and Engineering, Software",Massachusetts
2350,AidBanc,AidBanc is a full-service banking platform designed for non-profits to manage global spending from a single corporate account.," Financial Services, Lending and Investments",California
2351,Aila Health,Aila Health is a virtual care platform for complex chronic conditions," Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",California
2352,Aimvest Technologies,"Aimvest Technologies, an innovative financial technology development company."," Financial Services, Software",New York
2353,Airbyte,"Airbyte is an open-source data integration platform that helps to replicate their data in their warehouses, lakes, and databases."," Data and Analytics, Information Technology, Software, Transportation",California
2354,Airio,Intelligent Flightpath Automation," Artificial Intelligence, Data and Analytics, Hardware, Navigation and Mapping, Science and Engineering, Software, Transportation",California
2355,Aldyn,Aldyn increases employee wellbeing through long term behavior change with personalized assessments.," Health Care, Other",Illinois
2356,ALEXANDRIAS MARKETING,ALEXANDRIAS MARKETING is providing digital marketing and advertising services for B2B companies.," Advertising, Other, Professional Services, Sales and Marketing",Oregon
2357,Alife,Alife develops artificial intelligence tools to assist physicians in increasing a patient's chances of pregnancy success.," Artificial Intelligence, Data and Analytics, Health Care, Science and Engineering, Software",California
